Year,No.,Round,Pick,Player,Name,Team,College
1995,24,6,32,203,Eddie Goines,Seahawks,North Carolina State
1995,25,7,4,212,Billy Williams,Cardinals,Tennessee
1995,26,7,9,217,Curtis Ceaser,Jets,Grambling State
1995,27,7,11,219,Curtis Marsh,Jaguars,Utah
1995,28,7,14,222,Byron Chamberlain,Broncos,Wayne State (NE)
1995,29,7,23,231,A.C. Tellison,Browns,Miami (FL)
1995,30,7,27,235,Henry Bailey,Steelers,UNLV
1995,31,7,32,240,J.T. Thomas,Rams,Arizona State
1995,32,7,38,246,Shannon Myers,Dolphins,Lenoir-Rhyne
1994,1,1,17,17,Charles Johnson,Steelers,Colorado
1994,2,1,21,21,Johnnie Morton,Lions,USC
1994,3,1,24,24,Thomas Lewis,Giants,Indiana
1994,4,1,29,29,Derrick Alexander,Browns,Michigan
1994,5,2,1,30,Darnay Scott,Bengals,San Diego State
1994,6,2,4,33,Isaac Bruce,Rams,Memphis
1994,7,2,6,35,Kevin Lee,Patriots,Alabama
1994,8,2,11,40,David Palmer,Vikings,Alabama
1994,9,2,12,41,Ryan Yarborough,Jets,Wyoming
1994,10,2,16,45,Bert Emanuel,Falcons,Rice
1994,11,2,19,48,Bucky Brooks,Bills,North Carolina
1994,12,3,3,68,Tydus Winans,Redskins,Fresno State
1994,13,3,5,70,Andre Coleman,Chargers,Kansas State
1994,14,3,22,87,Cory Fleming,49ers,Tennessee
1994,15,3,27,92,Lake Dawson,Chiefs,Notre Dame
1994,16,3,31,96,Chris Penn,Chiefs,Tulsa
1994,17,3,36,101,Malcom Seabron,Oilers,Fresno State
1994,18,4,5,108,Chris Brantley,Rams,Rutgers
1994,19,4,6,109,Willie Jackson,Cowboys,Florida
1994,20,4,14,117,Orlando Parker,Jets,Troy
1994,21,5,7,138,Harrison Houston,Falcons,Florida
1994,22,5,15,146,Terry Mickens,Packers,Florida A&M
1994,23,6,8,169,Jay Kearney,Packers,West Virginia
1994,24,6,9,170,Lloyd Hill,Bears,Texas Tech
1994,25,6,15,176,Darrell Mitchell,Patriots,Texas Tech
1994,26,6,20,181,Bill Schroeder,Packers,Wisconsin-La Crosse
1994,27,6,26,187,Lee Gissendaner,Oilers,Northwestern
1994,28,6,31,192,Kevin Knox,Bills,Florida State
1993,1,1,7,7,Curtis Conway,Bears,USC
1993,2,1,16,16,Sean Dawkins,Colts,California
1993,3,1,25,25,O.J. McDuffie,Dolphins,Penn State
1993,4,2,17,46,Kevin Williams,Cowboys,Miami (FL)
1993,5,2,21,50,Victor Bailey,Eagles,Missouri
1993,6,2,23,52,Qadry Ismail,Vikings,Syracuse
1993,7,2,27,56,Vincent Brisby,Patriots,N.E. Louisiana
1993,8,3,4,60,Lamar Thomas,Buccaneers,Miami (FL)
1993,9,3,20,76,Andre Hastings,Steelers,Georgia
1993,10,4,18,102,Travis Hannah,Oilers,USC
1993,11,4,20,104,Horace Copeland,Buccaneers,Miami (FL)
1993,12,4,27,111,Russell Copeland,Bills,Memphis
1993,13,5,2,114,Terrance Warren,Seahawks,Hampton
1993,14,5,10,122,Sean LaChapelle,Rams,UCLA
1993,15,5,13,125,Olanda Truitt,Raiders,Mississippi State
1993,16,5,17,129,Kenny Shedd,Jets,Northern Iowa
1993,17,5,22,134,Walter Dunson,Chargers,Middle Tennessee State
1993,18,6,14,154,Melvin Bonner,Broncos,Baylor
1993,19,7,8,176,Tyree Davis,Buccaneers,Central Arkansas
1993,20,7,14,182,Antonius Kimbrough,Broncos,Jackson State
1993,21,7,18,186,Danan Hughes,Chiefs,Iowa
1993,22,7,19,187,Partick Robinson,Oilers,Tennessee State
1993,23,7,27,195,Willie Harris,Bills,Mississippi State
1993,24,8,2,198,Troy Brown,Patriots,Marshall
1993,25,8,9,205,Shannon Baker,Falcons,Florida State
1993,26,8,14,210,Brian Stablein,Broncos,Ohio State
1993,27,8,19,215,Stevie Anderson,Cardinals,Grambling State
1993,28,8,24,220,Darrick Branch,Buccaneers,Hawaii
1992,1,1,4,4,Desmond Howard,Redskins,Michigan
1992,2,2,3,31,Carl Pickens,Bengals,Tennessee
1992,3,2,8,36,Jimmy Smith,Cowboys,Jackson State
1992,4,2,16,44,Courtney Hawkins,Buccaneers,Michigan State
1992,5,2,24,52,Patrick Rowe,Browns,San Diego State
1992,6,3,4,60,Todd Kinchen,Rams,Louisiana State
1992,7,3,6,62,Robert Brooks,Packers,South Carolina
1992,8,3,7,63,Ray Ethridge,Chargers,Pasadena City College
1992,9,3,21,77,Corey Harris,Oilers,Vanderbilt
1992,10,4,10,94,Charles Davenport,Steelers,North Carolina State
1992,11,5,18,130,Orlando McKay,Packers,Washington
1992,12,5,26,138,Torrance Small,Saints,Alcorn State
1992,13,6,1,141,Shoun Habersham,Colts,Tennessee-Chattanooga
1992,14,6,3,143,Rico Smith,Browns,Colorado
1992,15,6,10,150,Michael Bates,Seahawks,Arizona
1992,16,6,19,159,Tony Smith,Chiefs,Notre Dame
1992,17,6,20,160,Jeff Sydner,Eagles,Hawaii
1992,18,6,22,162,Mario Bailey,Oilers,Washington
1992,19,7,8,176,Wayne Hawkins,Patriots,SW Minnesota
1992,20,7,21,189,Elbert Tuener,Oilers,Illinois
1992,21,7,22,190,Chris Holder,Packers,Tuskegee
1992,22,7,24,192,John Brown,Bears,Houston
1992,23,7,25,193,Jon Bostick,Broncos,Nebraska
1992,24,8,6,202,Eric Blount,Cardinals,North Carolina
1992,25,8,23,219,Vincent Brownlee,Jets,Mississippi
1992,26,9,1,225,Eddie Miller,Colts,South Carolina
1992,27,9,7,231,Johnnie Barnes,Chargers,Hampton
1992,28,9,13,237,Ronnie West,Vikings,Pittsburg State (KS)
1992,29,9,15,239,Tyrone Williams,Cardinals,Western Ontario
1992,30,9,18,242,Darian Hagan,49ers,Colorado
1992,31,9,27,251,Chris Walsh,Bills,Stanford
1992,32,10,22,274,Dion Johnson,Oilers,East Carolina
1992,33,10,24,276,Marcus Dowdell,Saints,Tennessee State
1992,34,10,27,279,Barry Rose,Bills,Wisconsin-Stevens Point
1992,35,11,2,282,Brian Thomas,Rams,Southern
1992,36,11,9,289,Augustin Olobia,Browns,Washington State
1992,37,11,12,292,Nate Singleton,Giants,Grambling State
1992,38,11,13,293,Eric Boles,Jets,Central Washington
1992,39,11,14,294,Lee Miles,Dolphins,Baylor
1992,40,11,22,302,Tim Daniel,Cowboys,Florida A&M
1992,41,11,25,305,Cedric Tillman,Broncos,Alcorn State
1992,42,11,28,308,Terry Smith,Redskins,Penn State
1992,43,12,14,322,Joe Randolph,Vikings,Elon
1992,44,12,15,323,Charles Swann,Giants,Indiana State
1992,45,12,25,333,Freeman Baysinger,Patriots,Humboldt State
1991,1,1,10,10,Herman Moore,Lions,Virginia
1991,2,1,12,12,Alvin Harper,Cowboys,Tennessee
1991,3,1,13,13,Mike Pritchard,Falcons,Colorado
1991,4,1,23,23,Randal Hill,Dolphins,Miami (FL)
1991,5,2,15,42,Wesley Carroll,Saints,Miami (FL)
1991,6,2,19,46,Jeff Graham,Steelers,Ohio State
1991,7,2,24,51,Doug Thomas,Seahawks,Clemson
1991,8,3,3,58,Reggie Barrett,Lions,Texas-El Paso
1991,9,3,11,66,Lawrence Dawsey,Buccaneers,Florida State
1991,10,3,13,68,Jake Reed,Vikings,Grambling State
1991,11,3,18,73,Ernie Mills,Steelers,Florida
1991,12,3,19,74,David Daniels,Seahawks,Penn State
1991,13,3,22,77,Tim Barnett,Chiefs,Jackson State
1991,14,3,28,83,Ed McCaffrey,Giants,Stanford
1991,15,4,6,89,Derek Russell,Broncos,Arkansas
1991,16,4,7,90,Yancey Thigpen,Chargers,Winston-Salem State
1991,17,4,17,100,Raghib Ismail,Raiders,Notre Dame
1991,18,4,26,109,Rob Carpenter,Bengals,Syracuse
1991,19,5,18,129,Gary Wellman,Oilers,USC
1991,20,5,23,134,Anthony Morgan,Bears,Tennessee
1991,21,6,2,141,Michael Jackson,Browns,Southern Mississippi
1991,22,6,27,166,Millard Hamilton,Bills,Clark
1991,23,7,10,177,David Jones,Chargers,Delaware State
1991,24,7,14,181,James Bradley,Colts,Michigan State
1991,25,8,8,203,Johnny Walker,Packers,Texas
1991,26,8,26,221,Tony Hargain,49ers,Oregon Tech
1991,27,8,27,222,Brad Lamb,Bills,Anderson
1991,28,9,10,233,Treamelle Taylor,Buccaneers,Nevada
1991,29,9,12,235,Damon Mays,Cowboys,Missouri
1991,30,9,16,239,Shawn Wiggins,Browns,Wyoming
1991,31,9,17,240,Shawn Jefferson,Oilers,Central Florida
1991,32,9,18,241,Shane Garrett,Bengals,Texas A&M
1991,33,9,23,246,Scott Miller,Dolphins,UCLA
1991,34,9,27,250,Jerry Bouldin,Giants,Mississippi State
1991,35,10,3,253,Curtis Mayfield,Broncos,Oklahoma State
1991,36,10,6,256,Walter Sutton,Falcons,SW Minnesota
1991,37,11,1,279,Vince Moore,Patriots,Tennessee
1991,38,11,7,285,Slip Watkins,Lions,Louisiana State
1991,39,11,12,290,Joachim Weinberg,Chargers,Johnson C. Smith
1991,40,11,22,300,Bobby Olive,Chiefs,Ohio State
1991,41,11,26,304,Bobby Slaughter,49ers,Louisiana Tech
1991,42,12,7,313,Darren Hughes,Vikings,Carson-Newman
1991,43,12,10,316,Linzy Collins,Packers,Missouri
1991,44,12,19,325,Alex Johnson,Oilers,Miami (FL)
1991,45,12,20,326,Keenan McCardell,Redskins,UNLV
1991,46,12,24,330,Dennis Johnson,Raiders,Winston-Salem State
1990s,1,1,0,0,Rob Moore,Jets,Syracuse
1990,1,2,1,26,Alexander Wright,Cowboys,Auburn
1990,2,2,3,28,Reggie Rembert,Jets,West Virginia
1990,3,2,25,50,Mike Bellamy,Eagles,Illinois
1990,4,3,5,58,Ricky Proehl,Cardinals,Wake Forest
1990,5,3,14,67,Walter Wilson,Chargers,East Carolina
1990,6,3,15,68,Ron Lewis,49ers,Florida State
1990,7,3,24,77,Fred Barnett,Eagles,Arkansas State
1990,8,3,27,80,Greg McMurtry,Patriots,Michigan
1990,9,4,2,83,Stacey Simmons,Colts,Florida
1990,10,4,7,88,Tony Moss,Bears,Louisiana State
1990,11,4,15,96,Fred Jones,Chiefs,Grambling State
1990,12,4,16,97,Chris Calloway,Steelers,Michigan
1990,13,5,7,116,Reggie Thornton,Vikings,Bowling Green
1990,14,5,9,118,Jeff Campbell,Lions,Colorado
1990,15,5,13,122,Lynn James,Bengals,Arizona State
1990,16,5,23,132,Charles Wilson,Packers,Memphis State
1990,17,5,24,133,Calvin Williams,Eagles,Purdue
1990,18,6,3,140,Terance Mathis,Jets,New Mexico
1990,19,6,5,142,Tyrone Shavers,Cardinals,Lamar
1990,20,6,16,153,Tony Jones,Oilers,Texas
1990,21,6,18,155,Ron Heard,Steelers,Bowling Green
1990,22,6,24,161,Tim Stallworth,Rams,Washington State
1990,23,7,22,187,Nate Lewis,Chargers,Oregon Tech
1990,24,8,1,194,Willie Green,Lions,Mississippi
1990,25,8,12,205,Thomas Woods,Dolphins,Tennessee
1990,26,8,27,220,Dwight Pickens,49ers,Fresno State
1990,27,9,3,223,Dale Dawkins,Jets,Miami (FL)
1990,28,9,12,232,Darvell Huffman,Colts,Boston University
1990,29,9,17,237,Pat Coleman,Oilers,Mississippi
1990,30,9,18,238,Clarkston Hines,Bills,Duke
1990,31,9,20,240,Eugene Rowell,Browns,Southern Mississippi
1990,32,9,25,245,Tony Lomack,Rams,Florida
1990,33,10,1,249,Patrick Newman,Vikings,Utah State
1990,34,10,10,258,Bill Miller,Lions,Illinois State
1990,35,10,12,260,Gary Cooper,Saints,Clemson
1990,36,11,5,281,Terry Anthony,Buccaneers,Florida State
1990,37,11,6,282,Dempsey Norman,Cardinals,St. Francis (IL)
1990,38,11,16,292,Al Edwards,Bills,Northwestern State (LA)
1990,39,11,24,300,Tyrone Watson,Eagles,Tennessee State
1990,40,11,27,303,Ron Lewis,Raiders,Jackson State
1990,41,12,9,313,Robert Claiborne,Lions,San Diego State
1990,42,12,10,314,Andre Riley,Bengals,Washington
1990,43,12,14,318,Tony Jeffery,Chiefs,San Jose State
1990,44,12,19,323,Kerry Simien,Browns,Texas A&I
1990,45,12,22,326,Elliott Searcy,Chargers,Southern
1989,1,1,16,16,Hart Lee Dykes,Patriots,Oklahoma State
1989,2,1,22,22,Andre Rison,Colts,Michigan State
1989,3,1,27,27,Shawn Collins,Falcons,Northern Arizona
1989,4,2,2,30,John Ford,Lions,Virginia
1989,5,2,3,31,Lawyer Tillman,Browns,Auburn
1989,6,2,5,33,Danny Peebles,Buccaneers,North Carolina State
1989,7,3,4,60,Naz Worthern,Chiefs,North Carolina State
1989,8,3,5,61,Derek Hill,Steelers,Arizona
1989,9,3,26,82,Don Beebe,Bills,Chadron State
1989,10,4,16,100,Michael Timpson,Patriots,Penn State
1989,11,4,20,104,Rod Harris,Oilers,Texas A&M
1989,12,4,25,109,John Kolesar,Bills,Michigan
1989,13,4,26,110,Erik Affholter,Redskins,USC
1989,14,4,28,112,Mike Barber,49ers,Marshall
1989,15,5,4,116,Vernon Joines,Browns,Maryland
1989,16,5,12,124,Jeff Query,Packers,Millikin
1989,17,5,14,126,Tony Martin,Jets,Mesa State
1989,18,5,23,135,Alfred Jackson,Rams,San Diego State
1989,19,6,4,143,Robb Thomas,Chiefs,Oregon State
1989,20,6,5,144,Mark Stock,Steelers,Virginia Military Inst
1989,21,6,13,152,Anthony Stafford,Broncos,Oklahoma
1989,22,6,14,153,Titus Dixon,Jets,Troy
1989,23,6,20,159,Floyd Turner,Saints,Northwestern State (LA)
1989,24,7,27,194,Kendall Smith,Bengals,Utah State
1989,25,8,9,204,Dana Brinson,Chargers,Nebraska
1989,26,8,18,213,Fred Hadley,Saints,Mississippi State
1989,27,9,16,239,William Mackall,Colts,Tennessee-Martin
1989,28,10,2,253,Jason Phillips,Lions,Houston
1989,29,10,8,259,Deval Glover,Dolphins,Syracuse
1989,30,10,18,269,Mike Williams,Rams,Northeastern
1989,31,10,26,277,John Simpson,Bears,Baylor
1989,32,11,6,285,Brian Slater,Steelers,Washington
1989,33,11,23,302,Herb Duncan,Buccaneers,Northern Arizona
1989,34,11,28,307,Norm McGee,49ers,North Dakota
1989,35,12,1,308,Scott Ankrom,Cowboys,Texas Christian
1989,36,12,13,320,John Javis,Broncos,Howard
1989,37,12,14,321,Willie Snead,Jets,Florida
1989,38,12,20,327,Mike Carore,Saints,Eastern Kentucky
1989,39,12,23,330,Freddy Weygand,Bears,Auburn
1989,40,12,28,335,Everett Ross,Vikings,Ohio State
1988s,1,5,0,0,Ryan Bethea,Vikings,South Carolina
1988,1,1,6,6,Tim Brown,Raiders,Notre Dame
1988,2,1,7,7,Sterling Sharpe,Packers,South Carolina
1988,3,1,11,11,Michael Irvin,Cowboys,Miami (FL)
1988,4,1,15,15,Anthony Miller,Chargers,Tennessee
1988,5,1,20,20,Aaron Cox,Rams,Arizona State
1988,6,1,27,27,Wendell Davis,Bears,Louisiana State
1988,7,2,19,46,Flipper Anderson,Rams,UCLA
1988,8,2,22,49,Brian Blades,Seahawks,Miami (FL)
1988,9,2,25,52,Brett Perriman,Saints,Miami (FL)
1988,10,3,3,58,Ray Roundtree,Lions,Penn State
1988,11,3,5,60,Quinn Early,Chargers,Iowa
1988,12,3,10,65,Bernard Fored,Bills,Central Florida
1988,13,3,20,75,Tommy Kane,Seahawks,Syracuse
1988,14,4,14,96,J.R. Ambrose,Chiefs,Mississippi
1988,15,4,15,97,Sammy Martin,Patriots,Louisiana State
1988,16,6,1,138,George Thomas,Falcons,UNLV
1988,17,7,1,166,Michael Haynes,Falcons,Northern Arizona
1988,18,7,4,169,Jeff James,Lions,Stanford
1988,19,7,11,176,Todd White,Eagles,Fullerton State
1988,20,7,14,179,Ernie jones,Cardinals,Indiana
1988,21,7,16,181,Darryl Usher,Patriots,Illinois
1988,22,7,17,182,Marc Zeno,Steelers,Tulane
1988,23,8,6,199,Mike Alexander,Raiders,Penn State
1988,24,8,8,201,Darryl Franklin,Rams,Washington State
1988,25,8,23,216,J.J. Birden,Browns,Oregon
1988,26,9,3,224,Azizuddin Abdur-Ra'oof,Chiefs,Maryland
1988,27,9,11,232,Brain Bedford,Cowboys,California
1988,28,9,24,245,Rogie Magee,Bears,Louisiana State
1988,29,10,5,254,Paco Craig,Lions,UCLA
1988,30,10,11,260,Andy Schillinger,Cardinals,Miami (OH)
1988,31,10,22,271,Marco Johnson,Oilers,Hawaii
1988,32,11,1,278,James Milling,Falcons,Maryland
1988,33,11,2,279,Frank Pillow,Buccaneers,Tennessee State
1988,34,11,9,286,Greg Harris,Giants,Troy
1988,35,11,23,300,Hendley Hawkins,Browns,Nebraska
1988,36,11,25,302,Gary Couch,Saints,Minnesota
1988,37,12,2,307,Carl Parker,Bengals,Vanderbilt
1988,38,12,3,308,Aaron Kenney,Colts,Wisconsin-Stevens Point
1988,39,12,7,312,Scott Bolton,Packers,Auburn
1988,40,12,28,333,Jeff Bethard,Rams,Southern Oregon
1987s,1,4,0,0,Cris Carter,Eagles,Ohio State
1987,1,1,20,20,Haywood Jeffires,Oilers,North Carolina State
1987,2,1,27,27,Ricky Nattiel,Broncos,Florida
1987,3,1,28,28,Mark Ingram,Giants,Michigan State
1987,4,2,12,40,Lonzell Hill,Saints,Washington
1987,5,2,26,54,Ron Morris,Bears,Southern Methodist
1987,6,2,28,56,Scott Schwedes,Dolphins,Syracuse
1987,7,3,1,57,Mark Carrier,Buccaneers,Nicholls State
1987,8,3,10,66,Charles Lockett,Steelers,Long Beach State
1987,9,3,15,71,Frankie Neal,Packers,Fort Hays State
1987,10,3,27,83,Stephen Baker,Giants,Fresno State
1987,11,4,11,95,Kelvin Martin,Cowboys,Boston College
1987,12,4,22,106,Bruce Hill,Buccaneers,Arizona State
1987,13,4,28,112,Odessa Turner,Giants,Northwestern State (LA)
1987,14,5,2,114,Roy Banks,Colts,Eastern Illinois
1987,15,5,12,124,Everett Gay,Cowboys,Texas
1987,16,5,16,128,Kitrick Taylor,Chiefs,Washington State
1987,17,5,22,134,Paul Jokisch,49ers,Michigan
1987,18,6,5,145,Willie Marshall,Packers,Temple
1987,19,6,12,152,Thomas Henley,Saints,Stanford
1987,20,6,16,156,Greg Richardson,Vikings,Alabama
1987,21,6,21,161,Tracy Martin,Jets,North Dakota
1987,22,6,23,163,Gene Taylor,Patriots,Fresno State
1987,23,7,2,170,Mark Bellini,Colts,Brigham Young
1987,24,7,5,173,Jamie Holland,Chargers,Ohio State
1987,25,8,7,202,Michael James,Oilers,Washington State
1987,26,9,10,233,Joey Clinkscales,Steelers,Tennessee
1987,27,10,7,258,Curtis Duncan,Oilers,Northwestern
1987,28,10,8,259,Raynard Brown,Lions,South Carolina
1987,29,10,12,263,Robert Clark,Saints,North Carolina Central
1987,30,10,19,270,Louis Clark,Seahawks,Mississippi State
1987,31,10,23,274,Ted Wilson,Redskins,Central Florida
1987,32,11,3,282,Patrick Scott,Packers,Grambling State
1987,33,11,19,298,Craig Richardson,Chiefs,Eastern Washington
1987,34,11,22,301,Calvin Nicholas,49ers,Grambling State
1987,35,11,25,304,Laron Brown,Redskins,Texas
1987,36,12,8,315,Gary Lee,Lions,Georgia Tech
1986,1,1,18,18,Mike Sherrard,Cowboys,UCLA
1986,2,1,21,21,Tim McGee,Bengals,Tennessee
1986,3,2,7,34,Ernest Givins,Oilers,Louisville
1986,4,2,16,43,Webster Slaughter,Browns,San Diego State
1986,5,2,18,45,Walter Murray,Redskins,Hawaii
1986,6,3,21,76,John Taylor,49ers,Delaware State
1986,7,3,27,82,David Williams,Bears,Illinois
1986,8,4,4,86,Bill Brooks,Colts,Boston University
1986,9,4,6,88,Kelvin Edwards,Saints,Liberty
1986,10,4,8,90,Charles Fox,Chiefs,Furman
1986,11,4,25,107,James Pruitt,Dolphins,Fullerton State
1986,12,5,10,120,Hassan Jones,Vikings,Florida State
1986,13,5,16,126,Bobby Joe Edmonds,Seahawks,Arkansas
1986,14,5,20,130,Vince Warren,Giants,San Diego State
1986,15,5,28,138,Lew Barnes,Bears,Oregon
1986,16,6,1,139,Ron Brown,Giants,Colorado
1986,17,6,4,142,Robert Thompson,Saints,Youngstown State
1986,18,6,16,154,Floyd Dixon,Falcons,Stephen F. Austin
1986,19,6,17,155,Curt Partridge,Chargers,Northern Illinois
1986,20,6,19,157,Solomon Miller,Giants,Utah State
1986,21,6,23,161,Mark Jackson,Broncos,Purdue
1986,22,7,3,169,Corn Redick,Eagles,Fullerton State
1986,23,7,4,170,Eric Swanson,Cardinals,Tennessee
1986,24,7,19,185,Johnny Holloway,Cowboys,Kansas
1986,25,7,21,187,Ray McDonald,Patriots,Florida
1986,26,8,11,205,Allyn Griffin,Lions,Wyoming
1986,27,9,1,222,Reggie Bynum,Bills,Oregon State
1986,28,9,23,244,Joe Thomas,Broncos,Mississippi Valley State
1986,29,10,6,255,Wes Smith,Cardinals,East Texas State
1986,30,10,10,259,Joe Cormier,Vikings,USC
1986,31,10,11,260,Warren Seitz,Steelers,Missouri
1986,32,10,18,267,Elliston Stinson,49ers,Rice
1986,33,11,9,286,John Armstron,Vikings,Richmond
1986,34,11,13,290,Leland Melvin,Lions,Richmond
1986,35,11,27,304,Gene Thomas,Patriots,Pacific
1986,36,11,28,305,Glen Kozlowski,Bears,Brigham Young
1986,37,12,3,308,Steve Griffin,Falcons,Purdue
1986,38,12,6,311,Sebastian Brown,Saints,Bethune-Cookman
1986,39,12,18,323,Eric Yarber,Redskins,Idaho
1986,40,12,25,330,Larry Shepherd,Raiders,Houston
1985,1,1,10,10,Al Toon,Jets,Wisconsin
1985,2,1,13,13,Eddie Brown,Bengals,Miami (FL)
1985,3,1,16,16,Jerry Rice,49ers,Mississippi Valley State
1985,4,1,23,23,Jessie Hester,Raiders,Florida State
1985,5,2,3,31,Vance Johnson,Broncos,Arizona
1985,6,2,14,42,Chris Burkett,Bills,Jackson State
1985,7,2,18,46,Stacy Robinson,Giants,North Dakota State
1985,8,2,22,50,Chuck Scott,Rams,Vanderbilt
1985,9,3,22,78,James Maness,Bears,Texas Christian
1985,10,3,23,79,Tim Moffett,Raiders,Mississippi
1985,11,3,25,81,Danny Greene,Seahawks,Washington
1985,12,4,1,85,Buster Rhymes,Vikings,Oklahoma
1985,13,4,2,86,Andre Reed,Bills,Kutztown (PA)
1985,14,4,5,89,Emile Harry,Falcons,Stanford
1985,15,4,10,94,Doug Allen,Jets,Arizona State
1985,16,4,14,98,Walter Stanley,Packers,Mesa State
1985,17,4,24,108,Gerald Phelan,Patriots,Boston College
1985,18,5,18,130,Jimmy Teal,Bills,Texas A&M
1985,19,5,20,132,Tracy Henderson,Giants,Iowa State
1985,20,5,22,134,Tony Smith,Jets,San Jose State
1985,21,6,5,145,George Shorthose,Dolphins,Missouri
1985,22,6,21,161,Michael Young,Rams,UCLA
1985,23,7,2,170,Mike Akiu,Oilers,Hawaii
1985,24,7,5,173,James Harbour,Colts,Mississippi
1985,25,7,7,175,Reggie Langhorne,Browns,Elizabeth City State
1985,26,7,9,177,Jamie Harris,Redskins,Oklahoma State
1985,27,7,10,178,Karl Powe,Cowboys,Alabama State
1985,28,7,11,179,Eric Martin,Saints,Louisiana State
1985,29,7,20,188,Mark Pattison,Raiders,Washington
1985,30,8,4,200,Ricky Nichols,Colts,East Carolina
1985,31,8,7,203,Fred Banks,Browns,Liberty
1985,32,8,8,204,Phil Freeman,Buccaneers,Arizona State
1985,33,8,14,210,Ira Hillary,Chiefs,South Carolina
1985,34,8,20,216,Leon Gonzales,Cowboys,Bethune-Cookman
1985,35,8,25,221,Judious Lewis,Seahawks,Arkansas State
1985,36,9,2,226,Steve Tasker,Oilers,Northwestern
1985,37,10,2,254,Juan Johnson,Vikings,Langston
1985,38,10,6,258,Clayton Beauford,Lions,Auburn
1985,39,11,1,281,Willie Drewery,Oilers,West Virginia
1985,40,11,26,306,Gary Rolle,Broncos,Florida
1985,41,12,7,315,Shane Swanson,Browns,Nebraska
1985,42,12,11,319,Bill Wallace,Jets,Pittsburgh
1984u,1,1,9,9,Joey Jones,Falcons,Alabama
1984u,2,1,16,16,Ricky Sanders,Patriots,Southwest Texas State
1984u,3,1,20,20,Alphonso Williams,Lions,Nevada
1984u,4,1,23,23,Duane Gunn,Steelers,Indiana
1984u,5,1,24,24,Derrick Crawford,49ers,Memphis State
1984u,6,1,26,26,Danny Knight,Dolphins,Mississippi State
1984u,7,1,28,28,Chris Woods,Raiders,Auburn
1984u,8,2,9,37,Jim Sandusky,Jets,San Diego State
1984u,9,2,16,44,Gerald McNeil,Browns,Baylor
1984u,10,2,18,46,Rick Massie,Broncos,Kentucky
1984u,11,2,26,54,Malcolm Moore,Cowboys,USC
1984u,12,2,27,55,Gary Clark,Redskins,James Madison
1984u,13,3,6,62,Clarence Collins,Chargers,Illinois State
1984u,14,3,26,82,Duan Hanks,Dolphins,Stephen F. Austin
1984u,15,3,27,83,Clarence Verdin,Redskins,Southwestern Louisiana
1984,1,1,1,1,Irving Fryar,Patriots,Nebraska
1984,2,1,4,4,Kenny Jackson,Eagles,Penn State
1984,3,1,17,17,Clyde Duncan,Cardinals,Tennessee
1984,4,1,23,23,Louis Lipps,Steelers,Southern Mississippi
1984,5,2,13,41,Eric Richardson,Bills,San Jose State
1984,6,2,19,47,Pete Mandley,Lions,Northern Arizona
1984,7,2,21,49,Daryl Turner,Seahawks,Michigan State
1984,8,2,22,50,Bruce Davis,Browns,Baylor
1984,9,4,11,95,Mitchell Brookins,Bills,Illinois
1984,10,4,20,104,Brian Brennan,Browns,Boston College
1984,11,4,24,108,Weegie Thompson,Steelers,Florida State
1984,12,5,8,120,Golden Tate,Colts,Tennessee State
1984,13,5,10,122,Tron Armstrong,Jets,Eastern Kentucky
1984,14,6,6,146,Rufus Stevens,Chiefs,Grambling State
1984,15,6,14,154,Dwight Collins,Vikings,Pittsburgh
1984,16,6,21,161,Eric Mullins,Oilers,Stanford
1984,17,7,3,171,Lionel Manuel,Giants,Pacific
1984,18,7,6,174,Jesse Bendross,Chargers,Alabama
1984,19,7,24,192,Derwin Williams,Patriots,New Mexico
1984,20,7,27,195,Mark Smith,Redskins,North Carolina
1984,21,8,1,197,Kevin Baugh,Oilers,Penn State
1984,22,8,16,212,Brad Anderson,Bears,Arizona
1984,23,8,28,224,Sam Seale,Raiders,Western Colorado
1984,24,9,4,228,Don Jones,Browns,Texas A&M
1984,25,9,11,235,Keith Kidd,Vikings,Arkansas
1984,26,9,22,246,Rich Hollins,Lions,West Virginia
1984,27,10,23,275,Dave Moritz,49ers,Iowa
1984,28,11,7,287,Tommy Norman,Falcons,Jackson State
1984,29,11,16,296,Craig White,Bills,Missouri
1984,30,11,24,304,Kirk Pendleton,49ers,Brigham Young
1984,31,11,28,308,Lawrence Thompson,Vikings,Miami (FL)
1984,32,12,2,310,Thad Jemison,Buccaneers,Ohio State
1984,33,12,5,313,Lenny Taylor,Packers,Tennessee
1984,34,12,7,315,David Robertson,Jets,Houston
1984,35,12,10,318,Don Holmes,Falcons,Mesa State
1984,36,12,18,326,Murray Jarman,Broncos,Clemson
1984,37,12,23,331,Paine Harper,Chargers,LaVerne
1984,38,12,26,334,Carl Lewis,Cowboys,Houston
1984,39,12,27,335,Curtland Thomas,Redskins,Missouri
1983,1,1,18,18,Willie Gault,Bears,Tennessee
1983,2,2,4,32,Henry Ellard,Rams,Fresno State
1983,3,2,13,41,Ron Brown,Browns,Arizona State
1983,4,2,19,47,Darryal Wilson,Patriots,Tennessee
1983,5,2,24,52,Wayne Capers,Steelers,Kansas
1983,6,3,4,60,Clinton Sampson,Broncos,San Diego State
1983,7,3,6,62,Glen Young,Eagles,Mississippi State
1983,8,3,18,74,Stephen Starring,Patriots,McNeese State
