Player,Season,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
Daniel Braverman,2016,CHI,,23,3,0,2,0,0,0,0,0,0,0,0,0,,0,,0
Brandon Burks,2016,NYJ,RB,23,1,0,0,0,0,0,0,-4,0,2,0,0,,0,0,0
Isaiah Burse,2016,SDG,,25,9,1,4,0,0,0,0,0,0,0,0,0,,0,0,0
Michael Burton,2016,DET,,24,15,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Orson Charles,2016,DET,,25,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Kellen Clemens,2016,SDG,QB,33,12,0,0,0,0,0,1,-1,0,2,0,0,,0,0,0
Asante Cleveland,2016,SDG,,24,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Chase Coffman,2016,IND,,30,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Geremy Davis,2016,SDG,,24,3,0,2,0,0,0,0,0,0,0,0,0,,0,0,0
Kellen Davis,2016,NYJ,,31,8,7,1,0,0,0,0,0,0,0,0,0,,0,0,0
Jim Dray,2016,2TM,,30,6,2,0,0,0,0,0,0,0,0,0,0,,0,,0
Thomas Duarte,2016,MIA,,21,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Donteea Dye,2016,TAM,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Isaac Fruechte,2016,MIN,,25,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Aaron Green,2016,LAR,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Glenn Gronkowski,2016,BUF,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Russell Hansbrough,2016,TAM,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Cory Harkey,2016,LAR,,26,12,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Clark Harris,2016,CIN,,32,13,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Temarrick Hemingway,2016,LAR,,23,8,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Chad Henne,2016,JAX,QB,31,1,0,0,0,0,0,0,-2,0,1,0,0,,0,0,0
Julian Howsare,2016,NYJ,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Joe Kerridge,2016,GNB,RB,24,8,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
Jake Lampman,2016,NOR,,23,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Khari Lee,2016,DET,,24,8,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Dezmin Lewis,2016,BUF,,24,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Tony Lippett,2016,MIA,,24,16,13,0,0,0,0,0,0,0,0,0,0,,0,0,0
Vince Mayle,2016,DAL,,25,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Tre McBride,2016,TEN,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
A.J. McCarron,2016,CIN,,26,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
David Morgan,2016,MIN,TE,23,12,0,1,1,0,0,0,0,0,0,4,0,,0,0,0
Marcus Murphy,2016,NOR,RB,25,3,0,1,1,0,0,0,0,0,0,3,0,,0,0,0
Troy Niklas,2016,ARI,TE,24,3,2,2,1,0,0,0,0,0,0,0,0,,0,0,0
James O'Shaughnessy,2016,KAN,TE,24,16,3,3,2,0,0,0,0,0,0,-1,0,,0,0,0
Ryan O'Malley,2016,OAK,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jordan Payton,2016,CLE,WR,23,4,0,3,1,0,0,0,0,0,0,3,0,,0,0,0
Demarcus Robinson,2016,KAN,,22,16,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Khiry Robinson,2016,NYJ,RB,27,1,0,0,0,0,0,0,22,0,8,0,0,,0,1,1
Mark Sanchez,2016,DAL,QB,30,2,0,0,0,93,0,18,-2,0,4,0,0,,2,0,0
Matt Schaub,2016,ATL,QB,35,4,0,0,0,16,0,3,-2,0,2,0,0,,0,0,0
Rashawn Scott,2016,MIA,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Scott Simonson,2016,CAR,,24,5,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Rod Smith,2016,DAL,RB,24,7,0,1,1,0,0,0,0,0,0,4,0,,0,0,0
Tevaun Smith,2016,IND,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Nate Solder,2016,NWE,,28,15,15,0,0,0,0,0,0,0,0,0,0,,0,,0
Randall Telfer,2016,CLE,TE,24,14,5,7,2,0,0,0,0,0,0,4,0,,0,0,0
Eric Tomlinson,2016,NYJ,,24,7,5,0,0,0,0,0,0,0,0,0,0,,0,,0
Hakeem Valles,2016,ARI,,24,11,1,2,0,0,0,0,0,0,0,0,0,,0,,0
Joe Webb,2016,CAR,WR,30,14,0,3,1,0,0,0,0,0,0,3,0,,0,0,0
Eric Weems,2016,ATL,,31,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Kasen Williams,2016,SEA,,24,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Maxx Williams,2016,BAL,,22,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0
T.J. Yates,2016,MIA,,29,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bralon Addison,2016,CHI,RB,23,2,0,1,1,0,0,0,4,0,1,11,0,-1,0,1,1
Sean Mannion,2016,LAR,QB,24,1,0,0,0,19,0,6,-1,0,1,0,0,-1,1,1,0
Tyler Ervin,2016,HOU,RB,23,12,0,5,3,0,0,0,3,0,1,18,0,-2,0,3,2
Brett Hundley,2016,GNB,QB,23,4,0,0,0,17,0,10,-2,0,3,0,0,-2,1,1,0
Keshawn Martin,2016,SFO,,26,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1
Kalif Raymond,2016,DEN,,22,4,0,2,0,0,0,0,0,0,0,0,0,-2,0,2,1
Matthew Slater,2016,NWE,WR,31,13,0,1,0,0,0,0,5,0,1,0,0,-2,0,2,1
